,№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023,longitude,latitude
5615,360243,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВН-ЛЕК""",Малое предприятие,1046167002870,6167076294,61 - Ростовская область,,2016-01-08,Да,Нет,Нет,10.0,1710145,209082.0,96823.0,431236.0,329899.0,467180.0,38.861263,47.568053
5616,360268,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВОД""",Малое предприятие,1025003471712,5028018007,50 - Московская область,г Можайск,2016-01-08,Нет,Нет,Нет,26.0,5894871,66061.0,102750.0,153548.0,93895.0,160311.0,36.194813,55.70285
5618,360454,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВС""",Малое предприятие,1157451007702,7451391913,74 - Челябинская область,г Челябинск,2016-01-08,Нет,Нет,Нет,4.0,9255839,255513.0,103478.0,132947.0,20645.0,0.0,61.400514,55.15606
5620,360486,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВХМ""",Малое предприятие,1021400523616,1402012110,14 - Республика Саха (Якутия),,2016-01-08,Да,Нет,Нет,18.0,4747645,76471.0,111130.0,56444.0,112072.0,84798.0,125.38584,58.610283
5621,360511,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬ КОННЕКТ""",Малое предприятие,1077760537194,7722624201,77 - г.Москва,,2016-01-08,Да,Нет,Нет,69.0,5182903,337510.0,295119.0,281827.0,307549.0,538079.0,37.710964,55.749504
5622,360517,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬ СТРОЙ СЕРВИС""",Малое предприятие,1115029007906,5029154595,50 - Московская область,г Мытищи,2016-01-08,Нет,Нет,Нет,34.0,3525104,84319.0,115997.0,110481.0,81158.0,83801.0,37.71863,55.90775
5623,360549,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬИНФОРМ""",Малое предприятие,1046164002037,6164218568,61 - Ростовская область,г Ростов-на-Дону,2016-01-08,Да,Нет,Нет,54.0,1425410,69241.0,537365.0,367410.0,345836.0,360677.0,39.695965,47.2264
5624,360570,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬСЕРВИС""",Малое предприятие,1103702002876,3702609328,37 - Ивановская область,г Иваново,2016-01-08,Нет,Нет,Нет,17.0,2472175,64944.0,75693.0,72952.0,54826.0,40178.0,40.972424,56.996216
5625,360571,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬСЕРВИС""",Малое предприятие,1078602004920,8602028696,86 - Ханты-Мансийский автономный округ - Югра,г Сургут,2016-01-08,Да,Нет,Нет,27.0,6403134,157632.0,155878.0,82111.0,302392.0,197761.0,73.44422,61.234562
5626,360591,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬСТРОЙ""",Малое предприятие,1153443017122,3455050917,34 - Волгоградская область,г Волгоград,2016-01-08,Нет,Нет,Нет,22.0,9293315,87773.0,57898.0,26321.0,44951.0,237776.0,44.47733,48.806023
5627,360609,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬСТРОЙМОНТАЖ""",Среднее предприятие,1028600601831,8602228014,86 - Ханты-Мансийский автономный округ - Югра,г Сургут,2021-10-07,Нет,Нет,Нет,40.0,3896679,2089735.0,695186.0,175089.0,29998.0,17637.0,37.623688,55.708755
5629,360622,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬСТРОЙСЕРВИС-44""",Среднее предприятие,1037700106883,7709244578,77 - г.Москва,,2016-01-08,Да,Нет,Нет,114.0,2457863,1307525.0,1123180.0,664799.0,251625.0,221488.0,37.899994,55.67241
5630,360643,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬТРАНССТРОЙ""",Малое предприятие,1082315000701,2315141087,23 - Краснодарский край,г Новороссийск,2016-01-08,Да,Нет,Нет,53.0,4262737,117181.0,81394.0,132723.0,96536.0,159052.0,37.779438,44.681526
5631,360667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬЭНЕРГОСТРОЙ""",Малое предприятие,1187746909151,9731014414,77 - г.Москва,,2018-10-12,Нет,Нет,Нет,63.0,10833153,182810.0,237626.0,251020.0,314329.0,776327.0,37.420197,55.733273
5632,360782,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СГСДОРСТРОЙ""",Малое предприятие,1125027002660,5027183760,50 - Московская область,г Котельники,2016-01-08,Нет,Нет,Нет,15.0,1379960,143134.0,192017.0,171416.0,154357.0,88775.0,37.899994,55.67241
5633,360907,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СДК-СТРОЙ""",Малое предприятие,1027739551201,7733120781,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,19.0,4797309,5128.0,180953.0,183009.0,146801.0,46086.0,37.420197,55.733273
5634,360939,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СДМ""",Малое предприятие,1025900894557,5904095710,59 - Пермский край,г Пермь,2016-01-08,Нет,Нет,Нет,17.0,2632808,33820.0,40246.0,21575.0,28978.0,23262.0,56.26304,58.0019
5635,360996,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СДТ""",Малое предприятие,1147748009430,7716792864,77 - г.Москва,,2016-01-08,Да,Нет,Нет,14.0,8995033,163316.0,149286.0,178920.0,366270.0,1005990.0,37.704258,55.877316
5636,361014,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕАЛ-СИТИ""",Малое предприятие,1123435001040,3435113781,34 - Волгоградская область,г Волжский,2016-01-08,Нет,Нет,Нет,7.0,2406073,203553.0,171269.0,67764.0,9843.0,10115.0,44.745224,48.797634
5637,361054,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВ. Р. ДЕВЕЛОПМЕНТ""",Среднее предприятие,1047796639043,7702536109,77 - г.Москва,,2022-10-10,Да,Нет,Нет,160.0,2750990,850602.0,1354212.0,581548.0,663916.0,650208.0,37.66293,55.734707
5638,361060,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВАВИАИНЖИНИРИНГ""",Среднее предприятие,1149204010922,9201003640,92 - г.Севастополь,,2021-10-07,Нет,Нет,Нет,64.0,8776493,474096.0,248347.0,169436.0,160667.0,159948.0,33.519278,44.604829
5639,361098,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВГАЗПРОЕКТ""",Малое предприятие,1101101003431,1101079506,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,4.0,2292779,,323509.0,288665.0,,,30.254618,59.857727
5640,361107,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВГРАЖДАНСТРОЙ""",Малое предприятие,1167847252374,7801311071,08 - Республика Калмыкия,г Элиста,2016-01-08,Нет,Нет,Нет,7.0,9787985,228903.0,139569.0,123551.0,87337.0,41150.0,30.270311,59.937054
5641,361112,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВДОМСТРОЙ""",Малое предприятие,1159204015508,9204552020,92 - г.Севастополь,,2016-01-08,Нет,Нет,Нет,69.0,9143797,0.0,47164.0,119860.0,619306.0,1342420.0,33.519278,44.604829
5642,361122,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕН САНС НЕДВИЖИМОСТЬ МСК""",Малое предприятие,1217700045210,9702029060,77 - г.Москва,,2021-10-03,Нет,Нет,Нет,2.0,11514280,,,142965.0,32850.0,5160.0,,
5643,361147,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР ДОР СТРОЙ""",Малое предприятие,1156617000760,6617025172,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,11.0,9378891,161410.0,56585.0,113040.0,140521.0,132073.0,60.185623,59.7645
5647,361238,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР-ЛЕС""",Среднее предприятие,1068604013763,8604037576,77 - г.Москва,г Троицк,2016-01-08,Да,Нет,Нет,59.0,118079,925161.0,1173737.0,1172454.0,1448007.0,981394.0,73.44422,61.234562
5648,361323,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР""",Малое предприятие,1162901053864,2901265609,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,18.0,9647108,199646.0,270678.0,169026.0,152904.0,181771.0,37.420197,55.733273
5649,361325,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР""",Малое предприятие,1027808008360,7816216511,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,14.0,7041908,128492.0,163773.0,156045.0,205118.0,285453.0,30.365017,59.884026
5650,361516,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРДОМСТРОЙ""",Малое предприятие,1193525029125,3525449017,35 - Вологодская область,г Вологда,2019-10-11,Нет,Нет,Нет,11.0,11161924,,131916.0,255973.0,199673.0,325391.0,39.885986,59.217236
5651,361527,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРЖИЛСТРОЙ-1 """,Малое предприятие,1025501247309,5506045573,55 - Омская область,г Омск,2016-01-08,Нет,Нет,Нет,61.0,6939946,70955.0,9793.0,28665.0,46360.0,53743.0,73.403114,55.0239
5652,361529,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРЖИЛСТРОЙ""",Малое предприятие,1025500979844,5504065302,55 - Омская область,г Омск,2016-01-08,Нет,Нет,Нет,22.0,6927477,70190.0,59561.0,46875.0,54882.0,32000.0,73.403114,55.0239
5653,361581,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРМОСТОСТРОЙ""",Малое предприятие,5167746199210,9710018707,77 - г.Москва,,2016-10-11,Да,Нет,Нет,52.0,9950711,196195.0,141729.0,338413.0,448016.0,439268.0,37.66441,55.7058
5655,361884,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРНЫЙ ПОТОК""",Малое предприятие,1117604007102,7604204708,76 - Ярославская область,г Ярославль,2016-01-08,Нет,Нет,Нет,1.0,5067305,452376.0,533690.0,133244.0,0.0,,39.86856,57.62693
5657,361972,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАД СТРОЙКОМПЛЕКС""",Малое предприятие,1089847223630,7810518393,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,19.0,752326,140112.0,21677.0,0.0,7237.0,43996.0,30.351662,59.834816
5658,362027,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАДНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1167847248887,7810444134,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,62.0,9784817,667961.0,282790.0,1209887.0,1489752.0,941377.0,30.335318,59.999725
5659,362054,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАДНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1174704003946,4727003820,47 - Ленинградская область,г Кириши,2017-10-04,Да,Нет,Нет,40.0,10163725,110802.0,84450.0,137799.0,282332.0,206368.0,32.013817,59.448513
5661,362080,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАДНАЯ ТОРГОВАЯ КОМПАНИЯ""",Малое предприятие,1193525033162,3525451009,35 - Вологодская область,г Вологда,2020-10-01,Нет,Нет,Нет,180.0,11199587,,285384.0,277386.0,914630.0,556503.0,39.885986,59.217236
5662,362137,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-КАВКАЗСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1102312000735,2312168235,23 - Краснодарский край,г Краснодар,2016-01-08,Нет,Нет,Нет,8.0,4875608,1068059.0,383813.0,394766.0,558149.0,12677.0,39.028008,45.029015
5663,362139,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-КАВКАЗСКАЯ СТРОИТЕЛЬНАЯ ФИРМА""",Малое предприятие,1112651000770,2631800651,26 - Ставропольский край,г Невинномысск,2016-01-08,Нет,Нет,Нет,25.0,2994419,54493.0,43185.0,70907.0,57880.0,50669.0,41.941864,44.643845
5664,362155,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРОЗАПАДНАЯ ДОРОЖНАЯ КОМПАНИЯ""",Малое предприятие,1157847009286,7805061640,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,23.0,9041041,90484.0,63215.0,27394.0,157030.0,99632.0,30.254618,59.857727
5665,362163,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРОМОРСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1075110000470,5110001743,51 - Мурманская область,г Североморск,2016-01-08,Да,Нет,Нет,25.0,4395029,96208.0,138683.0,57849.0,162521.0,142152.0,33.415527,69.079926
5667,362208,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСВЯЗЬСТРОЙ""",Малое предприятие,1158601000040,8601053890,86 - Ханты-Мансийский автономный округ - Югра,г Ханты-Мансийск,2016-01-08,Нет,Нет,Нет,11.0,9035562,46059.0,19057.0,34481.0,39261.0,7427.0,69.02614,61.00211
5668,362214,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1156658108529,6679084812,66 - Свердловская область,г Полевской,2016-01-08,Да,Нет,Нет,51.0,9575353,543465.0,296233.0,269551.0,362494.0,163783.0,60.60932,56.78366
5669,362230,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСПЕЦСЕРВИС""",Среднее предприятие,1128602019424,8602194090,86 - Ханты-Мансийский автономный округ - Югра,г Сургут,2020-10-08,Да,Нет,Нет,55.0,7530738,764483.0,412984.0,173721.0,503935.0,1562700.0,73.44422,61.234562
5670,362231,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСПЕЦСТРОЙ""",Малое предприятие,1137847128165,7814567850,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,10.0,7838932,75977.0,46124.0,131836.0,137845.0,71918.0,30.265001,59.984383
5671,362319,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙ""",Малое предприятие,1033500890785,3523012743,35 - Вологодская область,,2016-01-08,Нет,Нет,Нет,27.0,3960023,14815.0,14069.0,12252.0,11909.0,9805.0,37.971577,59.130127
5672,362323,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙ""",Малое предприятие,1148911001216,8911030050,89 - Ямало-Ненецкий автономный округ,,2016-01-08,Нет,Нет,Нет,11.0,8971142,241439.0,35844.0,41157.0,9120.0,2982.0,77.76024,64.911644
5673,362324,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙ""",Малое предприятие,1184350009667,4345482842,43 - Кировская область,г Киров,2018-10-08,Да,Нет,Нет,6.0,10748203,123940.0,164401.0,8445.0,2975.0,,49.71987,58.500217
5674,362335,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙ""",Малое предприятие,1177232003035,7203409391,72 - Тюменская область,г Тюмень,2017-10-02,Нет,Нет,Нет,16.0,10093591,103502.0,67472.0,83477.0,39649.0,28206.0,65.5169,57.14979
5675,362359,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙ""",Малое предприятие,5147746412314,7724946123,77 - г.Москва,,2019-10-08,Нет,Нет,Нет,43.0,8963884,134111.0,166362.0,261823.0,332302.0,251343.0,37.6586,55.761635
5676,362401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТРОЙ""",Малое предприятие,1067017031960,7017137609,70 - Томская область,г Томск,2016-01-08,Нет,Нет,Нет,48.0,1195409,58578.0,118547.0,66559.0,71292.0,46920.0,84.96818,56.475487
