№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023
227675,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕЛЕНЫЙ ГОРОД СТРОЙ""",Малое предприятие,1143926004860,3906316601,39 - Калининградская область,г Калининград,2016-01-08,Нет,Нет,Нет,8.0,148099,98998,125842,126859,59256
227736,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕЛЕНЫЙ САД""",Малое предприятие,1046209001079,6234002445,62 - Рязанская область,,2016-01-08,Нет,Нет,Нет,84.0,49635,73781,135530,209256,223774
227745,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕЛЁНЫЙГОРОД116""",Малое предприятие,1161690136101,1659174280,16 - Республика Татарстан (Татарстан),г Казань,2016-10-09,Нет,Нет,Нет,24.0,254270,146879,121837,311513,247835
227809,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕМЛЯ ПРОФИ""",Малое предприятие,1093461000885,3447027760,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,31.0,0,3044,18413,44296,45846
227815,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕМЛЯ""",Малое предприятие,1166196058170,6140003242,61 - Ростовская область,г Ростов-на-Дону,2016-01-08,Да,Нет,Нет,17.0,13848,57465,10350,7292,29847
227844,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕМСТРОЙ""",Малое предприятие,1086165000459,6165145802,61 - Ростовская область,г Каменск-Шахтинский,2016-01-08,Да,Нет,Нет,16.0,430297,306964,327787,433947,87434
227976,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕНИТ""",Малое предприятие,1142308002781,2308207481,23 - Краснодарский край,г Краснодар,2016-01-08,Нет,Нет,Нет,3.0,136971,0,15351,16693,17428
227978,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕНИТ""",Малое предприятие,1140280060392,278215785,02 - Республика Башкортостан,г Уфа,2016-01-08,Да,Нет,Нет,5.0,36346,224234,59661,75038,31412
228055,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕТПИТРАНС""",Малое предприятие,1187746311235,7716906617,77 - г.Москва,,2018-10-04,Нет,Нет,Нет,5.0,71136,133632,59693,42967,0
228093,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИД АРТ""",Малое предприятие,1177746512118,9729086556,77 - г.Москва,,2022-10-07,Да,Нет,Нет,10.0,1880296,387560,203760,1438,95788
228122,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИМ""",Малое предприятие,1106670011469,6670290715,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,19.0,37986,52065,66788,120801,118822
228124,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИМА ЮЖНАЯ""",Среднее предприятие,1152540004660,2540212331,25 - Приморский край,г Владивосток,2016-01-08,Нет,Нет,Нет,9.0,739426,1018421,807470,1452661,222931
228136,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИМЕТ""",Малое предприятие,1137847148801,7810419219,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,18.0,240167,189982,214960,147583,612771
228195,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИТЭКС""",Малое предприятие,1227700813152,7736346057,77 - г.Москва,,2022-10-12,Нет,Нет,Нет,1.0,,,,151074,
228210,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЛАТАИНВЕСТСТРОЙ""",Малое предприятие,1187746885435,7728449852,77 - г.Москва,,2018-10-11,Да,Нет,Нет,10.0,128356,204537,377547,364721,444272
228289,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗНАКСТРОЙ""",Малое предприятие,1141840007165,1840029790,18 - Удмуртская Республика,г Ижевск,2016-01-08,Нет,Нет,Нет,14.0,31544,31803,49017,18896,21740
228367,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОДЧИЙ 32""",Малое предприятие,1183256000971,3257059354,32 - Брянская область,г Брянск,2018-10-03,Нет,Нет,Нет,1.0,21487,13380,4620,2005,0
228388,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОДЧИЙ-Л""",Малое предприятие,1194827008100,4823077334,48 - Липецкая область,г Липецк,2019-10-07,Нет,Нет,Нет,40.0,149907,149684,149992,256637,185895
228400,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОДЧИЙ""",Малое предприятие,1072312005248,2312136650,23 - Краснодарский край,г Краснодар,2016-01-08,Нет,Нет,Нет,15.0,149939,415292,346679,163111,62321
228666,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТОЙ ВОСТОК""",Малое предприятие,1037739351330,7720138220,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,18.0,148459,35716,142448,162816,183596
228751,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛЬСКАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА-1""",Малое предприятие,1020700540893,702007173,07 - Кабардино-Балкарская Республика,,2016-01-08,Да,Нет,Нет,42.0,21261,21680,13928,28851,5926
228753,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛЬТ ГРУПП""",Малое предприятие,1141690041074,1655294610,16 - Республика Татарстан (Татарстан),г Казань,2019-10-08,Да,Нет,Нет,64.0,912396,269080,248489,1040911,513502
228811,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗР ГРУПП""",Среднее предприятие,1105053000810,5053068795,77 - г.Москва,,2016-01-08,Да,Нет,Нет,91.0,830403,1154042,791419,623778,892499
228844,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗТМ-СТРОЙ""",Малое предприятие,1207800084326,7804671989,78 - г.Санкт-Петербург,,2020-10-08,Нет,Нет,Нет,52.0,,114698,267009,318022,276064
228897,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЭТО СМП СЕВЕРО-ЗАПАД""",Малое предприятие,1077847468434,7814378429,78 - г.Санкт-Петербург,,2018-10-08,Да,Нет,Нет,37.0,587451,448204,224764,771917,339138
228938,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИБЕРИЯ""",Малое предприятие,1057747206384,7713557100,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,8.0,174860,174518,166151,38546,0
228978,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВА-С""",Малое предприятие,1182375087124,2312276216,23 - Краснодарский край,г Краснодар,2018-10-11,Да,Нет,Нет,12.0,110681,142145,254523,201993,111996
229068,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВДОРСТРОЙ""",Малое предприятие,1157232035080,7203357312,72 - Тюменская область,г Тюмень,2016-01-08,Нет,Нет,Нет,22.0,145795,107103,168989,220790,116818
229085,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВЕНТ ГРУПП""",Малое предприятие,1171690069583,1656099355,16 - Республика Татарстан (Татарстан),г Казань,2017-10-08,Нет,Нет,Нет,22.0,324871,227540,480140,652545,858763
229102,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВЕРИЯ""",Малое предприятие,1227700374505,9731094635,77 - г.Москва,,2022-10-07,Нет,Нет,Нет,9.0,,,,130649,462588
229169,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВОЛГА""",Малое предприятие,1082625000369,2625034511,26 - Ставропольский край,г Георгиевск,2016-01-08,Нет,Нет,Нет,18.0,50691,55588,45501,75745,54234
229178,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВПАЛСТРОЙ""",Малое предприятие,1205000020950,5020087143,77 - г.Москва,,2020-10-04,Нет,Нет,Нет,28.0,,125373,193524,251406,194786
229180,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВПРОМГОРСТРОЙ СУОР""",Малое предприятие,1173702008732,3702176307,37 - Ивановская область,г Иваново,2017-10-05,Да,Нет,Нет,15.0,35204,30799,24996,29141,33308
229193,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВСНАБКОМПЛЕКТ""",Малое предприятие,1153702018425,3702116756,37 - Ивановская область,г Иваново,2016-01-08,Нет,Нет,Нет,6.0,66173,114797,167213,134905,211652
229320,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИДЕАЛ ИНЖИНИРИНГ""",Малое предприятие,1156952015945,6950038300,69 - Тверская область,г Тверь,2016-01-08,Нет,Нет,Нет,36.0,125496,97750,108453,134901,325692
229466,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИДЕАЛСТРОЙ""",Малое предприятие,1213400003365,3460080402,34 - Волгоградская область,г Волгоград,2021-10-04,Нет,Нет,Нет,21.0,,,461047,185842,55222
229629,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЖАГРОТЕХСТРОЙ""",Малое предприятие,1121831001104,1831151970,18 - Удмуртская Республика,г Ижевск,2016-01-08,Нет,Нет,Нет,35.0,160660,278201,350348,487128,487526
229640,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЖЕВСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1121831002204,1831153030,18 - Удмуртская Республика,г Ижевск,2016-01-08,Нет,Нет,Нет,12.0,290961,221417,200309,17802,50
229642,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЖЕВСКАЯ СТРОИТЕЛЬНАЯ МОНТАЖНАЯ КОМПАНИЯ МСК""",Малое предприятие,1207700070401,9721094957,77 - г.Москва,,2020-10-03,Нет,Нет,Нет,13.0,,171159,128755,238827,290649
229737,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЖТПС""",Малое предприятие,1151840001290,1840035755,18 - Удмуртская Республика,г Ижевск,2016-01-08,Нет,Нет,Нет,60.0,105031,94688,137346,36075,40175
229877,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗУМРУД""",Малое предприятие,1197746001837,7724462517,77 - г.Москва,,2019-10-02,Да,Нет,Нет,0.0,173620,173572,15105,0,
229902,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗУМРУД""",Малое предприятие,1227700170422,9715416300,77 - г.Москва,,2022-10-04,Нет,Нет,Нет,1.0,,,,173640,
229949,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗЬВА-СТРОИТЕЛЬ""",Малое предприятие,1021101096730,1119001966,11 - Республика Коми,,2016-01-08,Нет,Нет,Нет,57.0,34820,49514,51895,184438,113545
229971,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИК ТЕМП""",Малое предприятие,1217700255640,9704068509,77 - г.Москва,,2021-10-06,Нет,Нет,Нет,52.0,,,157145,592658,338013
230034,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИКМ""",Среднее предприятие,1107746712820,7719758572,77 - г.Москва,,2020-10-08,Да,Нет,Нет,17.0,1270327,775358,824701,278391,14821
230042,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИКОН""",Малое предприятие,1027806081533,7811004802,78 - г.Санкт-Петербург,,2023-10-07,Да,Нет,Нет,3.0,1778043,3115020,3181316,223113,35986
230112,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИКСТЕЛКОМ""",Малое предприятие,1153668010759,3662993123,36 - Воронежская область,г Воронеж,2016-01-08,Нет,Нет,Нет,19.0,127134,123551,108945,79670,108161
230156,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛГАР М.С.К.""",Среднее предприятие,1197746401401,7727421974,20 - Чеченская Республика,г Грозный,2023-10-07,Нет,Нет,Нет,45.0,,257360,2302328,1748612,525446
230181,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛИМДОРСТРОЙ""",Малое предприятие,1143817000062,3817043783,38 - Иркутская область,г Усть-Илимск,2016-01-08,Да,Нет,Нет,20.0,140101,158211,243411,294565,290479
230186,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛИМСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Среднее предприятие,1033802009933,3817024117,38 - Иркутская область,г Усть-Илимск,2016-01-08,Нет,Нет,Нет,97.0,612662,723320,783976,697717,714356
230187,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛИМСПЕЦЗАЩИТА""",Малое предприятие,1053817003624,3817026548,38 - Иркутская область,г Усть-Илимск,2016-01-08,Да,Нет,Нет,16.0,91005,72511,122012,134885,96220
230221,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛИШЕВСКОЕ РЕМОНТНО-ТЕХНИЧЕСКОЕ ПРЕДПРИЯТИЕ""",Малое предприятие,1160280054330,225010470,02 - Республика Башкортостан,,2016-01-08,Нет,Нет,Нет,11.0,85819,76615,129246,33422,59006
230272,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛЬ-ХАМЕТ""",Малое предприятие,1111690028988,1659110896,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Да,Нет,Нет,133.0,146980,212257,208508,640744,1149942
230464,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМИН""",Малое предприятие,1061658043908,1658073480,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Да,Нет,Нет,127.0,249066,284070,421609,549021,646167
230505,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕКС""",Малое предприятие,5107746046360,7719767827,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,9.0,246842,244474,240583,142011,4949
230519,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРА-М""",Малое предприятие,1120725001088,725008712,07 - Кабардино-Балкарская Республика,г Нальчик,2016-01-08,Да,Нет,Нет,22.0,185809,319065,58640,95679,2695993
230543,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРИАЛ АРТ""",Малое предприятие,1177746221344,7726397976,77 - г.Москва,,2017-10-04,Нет,Нет,Нет,19.0,2675,115303,176810,142896,
230605,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРИАЛ-СТРОЙ""",Малое предприятие,1157746941736,7727270490,50 - Московская область,,2016-01-08,Да,Нет,Нет,52.0,204173,257026,59094,153217,664097
230711,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРИАЛ""",Малое предприятие,1197746332420,7714445008,77 - г.Москва,,2021-10-02,Нет,Нет,Нет,8.0,103393,355180,365147,264327,573557
230822,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРИЯ КОМФОРТА""",Малое предприятие,1217700150073,7714470533,77 - г.Москва,,2021-10-04,Нет,Нет,Нет,27.0,,,,140922,37497
231017,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРИЯ""",Малое предприятие,1177232014640,7203419294,72 - Тюменская область,г Тюмень,2017-10-06,Нет,Нет,Нет,4.0,13421,19359,954,0,
231165,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРСТРОЙ""",Малое предприятие,1160608051548,608041995,06 - Республика Ингушетия,,2021-10-07,Нет,Нет,Нет,1.0,1400,,,1541397,
231184,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПОСТ ИНВЕСТ""",Малое предприятие,1135038000206,5038095882,50 - Московская область,г Лосино-Петровский,2023-10-08,Нет,Нет,Нет,5.0,204865,319813,303183,44520,0
231185,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПОСТ""",Малое предприятие,1036206003888,6229033712,62 - Рязанская область,г Рязань,2016-01-08,Да,Нет,Нет,24.0,33760,43963,66161,96563,43226
231239,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС СТРОЙ""",Малое предприятие,1131327001541,1327019308,13 - Республика Мордовия,г Саранск,2016-01-08,Нет,Нет,Нет,17.0,30952,26110,37574,40169,72908
