№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id
414764,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-2""",Малое предприятие,1182651001851,2623029107,26 - Ставропольский край,г Михайловск,2018-10-03,Нет,Нет,Нет,13.0,10534982
414772,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-20""",Среднее предприятие,1022101137145,2128042167,21 - Чувашская Республика - Чувашия,г Чебоксары,2018-10-08,Нет,Нет,Нет,87.0,5260089
414789,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-27 """,Малое предприятие,1166027053609,6027169809,60 - Псковская область,г Псков,2016-01-08,Нет,Нет,Нет,14.0,9706748
414799,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-3""",Малое предприятие,1177746418860,7722397069,50 - Московская область,г Реутов,2017-10-05,Нет,Нет,Нет,22.0,10200549
414815,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-35""",Малое предприятие,1133668045807,3664129423,36 - Воронежская область,г Воронеж,2016-01-08,Нет,Нет,Нет,3.0,8129987
414818,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-36""",Малое предприятие,1160280054065,274912055,02 - Республика Башкортостан,г Уфа,2016-01-08,Нет,Нет,Нет,15.0,9595939
414820,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-37""",Малое предприятие,1156686003671,6686061767,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,8.0,9135828
414836,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-5 ""ЮГСТРОЙИНВЕСТ КУБАНЬ""",Малое предприятие,1142311010907,2311176106,23 - Краснодарский край,г Краснодар,2016-01-08,Нет,Нет,Нет,8.0,8621602
414845,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-52""",Среднее предприятие,1037843016859,7825697459,78 - г.Санкт-Петербург,,2023-10-07,Да,Нет,Нет,205.0,6327465
414847,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-555""",Малое предприятие,1177746360208,9718057835,77 - г.Москва,,2023-10-11,Да,Нет,Нет,7.0,10179701
414908,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""",Малое предприятие,1207200005979,7203500957,72 - Тюменская область,г Тюмень,2020-10-05,Нет,Нет,Нет,28.0,11306637
414909,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""",Малое предприятие,5157746137775,7733261648,77 - г.Москва,г Троицк,2016-01-08,Да,Нет,Нет,34.0,9539720
414973,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ДОРОЖНЫЕ МАШИНЫ МЕХАНИЗМЫ""",Малое предприятие,5137746235281,7721817754,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,1.0,8253469
414981,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ И ТРАНСПОРТНЫЕ РЕШЕНИЯ""",Малое предприятие,1147847159745,7838505002,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,32.0,8509646
414999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ИННОВАЦИИ-ГРУПП""",Малое предприятие,1167746829304,7703416083,71 - Тульская область,г Узловая,2016-10-09,Нет,Нет,Нет,10.0,9902004
415020,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1127746153974,7719805078,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,34.0,2411816
415051,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ СИБИРИ""",Малое предприятие,1095543030736,5501220937,55 - Омская область,г Омск,2016-01-08,Да,Нет,Нет,66.0,3038187
415058,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ МАШИНЫ""",Малое предприятие,1137602000964,7602096415,76 - Ярославская область,г Ярославль,2016-01-08,Нет,Нет,Нет,29.0,7762634
415063,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ МЕТАЛЛИЧЕСКИЕ КОНСТРУКЦИИ""",Малое предприятие,1131841007330,1841037547,18 - Удмуртская Республика,,2016-01-08,Нет,Нет,Нет,17.0,8187195
415065,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ МЕТАЛЛОКОНСТРУКЦИИ""",Малое предприятие,1217800048531,7817113501,78 - г.Санкт-Петербург,г Колпино,2021-10-04,Нет,Нет,Нет,22.0,11555823
415074,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ НОВЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1052740616851,2724088250,27 - Хабаровский край,г Хабаровск,2016-01-08,Нет,Нет,Нет,16.0,1112054
415087,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ РЕСУРСЫ""",Малое предприятие,1157451000464,7451384634,74 - Челябинская область,г Челябинск,2016-01-08,Да,Нет,Нет,21.0,9046753
415158,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ РЕШЕНИЯ""",Малое предприятие,1087847017081,7804406606,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,53.0,4629120
415180,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ РЕШЕНИЯ""",Среднее предприятие,1126315002923,6315643630,63 - Самарская область,г Чапаевск,2022-10-07,Нет,Нет,Нет,1.0,436326
415211,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",Малое предприятие,1197746109241,9701126872,77 - г.Москва,,2019-10-03,Нет,Нет,Нет,87.0,10935134
415254,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",Малое предприятие,1073706001643,3726004963,37 - Ивановская область,г Южа,2016-01-08,Да,Нет,Нет,36.0,6428232
415258,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",Малое предприятие,1136311006556,6311146109,63 - Самарская область,г Самара,2016-01-08,Нет,Нет,Нет,9.0,8050491
415323,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ СК""",Малое предприятие,1157746195925,7718098115,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,3.0,
415389,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1163850077786,3808195726,38 - Иркутская область,г Иркутск,2016-01-08,Нет,Нет,Нет,28.0,9819872
415523,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1177746312413,7720375736,77 - г.Москва,,2017-10-04,Нет,Нет,Нет,1.0,10164153
415572,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1055802511874,5835059525,58 - Пензенская область,г Пенза,2016-01-08,Нет,Нет,Нет,23.0,3719984
415593,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1046216004977,6215013900,62 - Рязанская область,г Рязань,2016-01-08,Нет,Нет,Нет,86.0,1478809
415639,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1142130011540,2130142352,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,27.0,8798982
415646,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1132468066334,2465303812,24 - Красноярский край,г Красноярск,2016-01-08,Да,Нет,Нет,17.0,8208021
415647,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1147847341652,7804541838,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,16.0,8885756
415648,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1127412001265,7412017260,74 - Челябинская область,г Коркино,2016-01-08,Нет,Нет,Нет,10.0,7517676
415652,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1167031070370,7017409926,70 - Томская область,г Томск,2016-10-10,Нет,Нет,Нет,9.0,9923583
415655,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1077847223222,7820310115,78 - г.Санкт-Петербург,г Пушкин,2021-10-09,Да,Нет,Нет,1.0,2683860
415656,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1107746585341,7716668320,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,37.0,1848778
415668,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1167746088620,7743136928,77 - г.Москва,,2016-01-08,Да,Нет,Нет,29.0,9597134
415691,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1197746538054,9715360777,77 - г.Москва,,2019-10-10,Нет,Нет,Нет,16.0,11120436
415716,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1225000031805,5047262392,50 - Московская область,г Долгопрудный,2022-10-05,Нет,Нет,Нет,2.0,11818468
415730,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1215000069338,5047253341,50 - Московская область,г Химки,2021-10-08,Нет,Нет,Нет,1.0,
415751,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ АЛЬЯНС ""ПАРИТЕТ""",Малое предприятие,1133023000703,3023005272,77 - г.Москва,,2016-01-08,Да,Нет,Нет,6.0,7847618
415806,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ АЛЬЯНС""",Малое предприятие,1032700312699,2721102595,27 - Хабаровский край,г Хабаровск,2016-01-08,Нет,Нет,Нет,17.0,5651908
415807,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ АЛЬЯНС""",Малое предприятие,1184027003313,4027136246,40 - Калужская область,г Калуга,2018-10-04,Да,Нет,Нет,31.0,10590717
415917,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ КОМПЛЕКС""",Среднее предприятие,1083461001942,3448043612,34 - Волгоградская область,г Волгоград,2016-01-08,Нет,Нет,Нет,8.0,455584
415919,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ КОМПЛЕКС""",Малое предприятие,1022502272418,2540000859,25 - Приморский край,г Владивосток,2016-01-08,Нет,Нет,Нет,20.0,5370155
415922,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ КОМПЛЕКС""",Малое предприятие,1177746307452,9721045011,77 - г.Москва,,2021-10-07,Нет,Нет,Нет,14.0,10162552
415955,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ МИР""",Малое предприятие,1083123009672,3123180528,31 - Белгородская область,г Белгород,2016-01-08,Нет,Нет,Нет,14.0,607579
415956,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ МИР""",Малое предприятие,1083327003605,3327838484,33 - Владимирская область,г Владимир,2016-01-08,Нет,Нет,Нет,2.0,2116097
415998,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ ПОТОК""",Малое предприятие,1160105052205,105077184,23 - Краснодарский край,г Краснодар,2016-01-08,Нет,Нет,Нет,2.0,9838696
416037,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ СИНДИКАТ Л1""",Среднее предприятие,1037808029192,7804166993,78 - г.Санкт-Петербург,,2022-10-04,Нет,Нет,Нет,24.0,1929839
416043,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ СОЮЗ""",Малое предприятие,1122543011722,2543010693,25 - Приморский край,г Владивосток,2016-01-08,Нет,Нет,Нет,7.0,7576374
416113,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ ТРЕСТ-12""",Среднее предприятие,5167746308703,7714957479,50 - Московская область,г Подольск,2023-10-07,Да,Нет,Нет,90.0,9986003
416147,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ ХОЛДИНГ ""МЕГАПОЛИС""",Малое предприятие,1132468053574,2465300152,24 - Красноярский край,г Красноярск,2016-01-08,Нет,Нет,Нет,11.0,8091873
416163,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ ХОЛДИНГ ЕНКО""",Малое предприятие,1186658094534,6670476678,66 - Свердловская область,г Екатеринбург,2019-10-01,Да,Нет,Нет,15.0,10884262
416170,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ ХОЛДИНГ""",Малое предприятие,1170280002980,278926443,02 - Республика Башкортостан,г Уфа,2017-10-02,Да,Нет,Нет,94.0,10071933
416222,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬСТВО ДОМОВ КОТТЕДЖЕЙ""",Малое предприятие,1210200055570,278970611,02 - Республика Башкортостан,г Уфа,2022-10-01,Нет,Нет,Нет,5.0,11729932
416364,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬСТВО КИРПИЧНЫХ ДОМОВ""",Малое предприятие,1182468027180,2461041228,24 - Красноярский край,г Красноярск,2018-10-05,Нет,Нет,Нет,77.0,10652851
416401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬСТВО ПОДЗЕМНЫХ КОММУНИКАЦИЙ""",Малое предприятие,1175476114769,5406982597,54 - Новосибирская область,г Новосибирск,2017-10-12,Нет,Нет,Нет,19.0,10439065
416433,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬСТВО ТЕХНОЛОГИИ МОНТАЖ""",Малое предприятие,1027739135742,7703307101,77 - г.Москва,,2016-01-08,Да,Нет,Нет,35.0,7086219
